200
10
516.824951;0.037744
495.067078;0.026448
505.366699;0.034263
505.623688;0.042867
515.492798;0.037987
515.121704;0.033199
467.247864;0.042897
469.323822;0.034076
521.114929;0.031816
526.535034;0.035498
537.006836;0.036034
494.400177;0.039129
553.899292;0.029750
508.095276;0.037190
538.884277;0.032228
497.350342;0.028204
487.864868;0.040745
515.492798;0.039615
553.899292;0.030220
509.312317;0.037446
490.308228;0.031780
526.535034;0.037727
462.790710;0.052076
509.312317;0.037471
508.095276;0.033502
495.067078;0.025989
497.350342;0.028663
538.884277;0.033276
516.824951;0.034307
484.231934;0.030127
503.594849;0.032285
487.620392;0.029001
516.824951;0.033750
487.620392;0.028635
515.121704;0.033911
508.234985;0.030635
490.308228;0.031922
488.020966;0.033479
473.341095;0.031783
487.620392;0.028212
467.247864;0.037003
515.121704;0.033185
516.824951;0.033180
490.673523;0.039189
505.500427;0.037815
516.824951;0.046370
497.653748;0.040162
508.095276;0.034989
515.492798;0.034077
523.715088;0.040572
538.884277;0.033082
515.492798;0.033832
517.196960;0.035116
508.095276;0.035235
467.615204;0.035312
487.864868;0.038451
505.500427;0.033585
484.231934;0.030376
467.247864;0.037498
523.715088;0.039853
513.783813;0.035794
462.790710;0.040748
516.091736;0.040980
487.620392;0.028361
473.704681;0.045221
516.091736;0.037726
537.006836;0.032972
494.400177;0.039764
515.492798;0.037386
485.636688;0.030086
523.715088;0.043138
469.323822;0.034789
517.196960;0.036129
495.067078;0.026881
505.623688;0.043776
508.234985;0.038353
515.492798;0.031675
503.594849;0.031661
462.790710;0.040825
505.500427;0.035465
485.636688;0.030202
467.247864;0.037919
490.598816;0.032691
553.899292;0.030054
503.594849;0.031688
467.615204;0.033862
473.704681;0.043479
507.888977;0.028098
508.234985;0.030210
484.231934;0.030558
